794	65	721	437	24
916	69	105	145	736
534	902	936	433	629
615	895	545	924	412
967	982	900	815	742
978	579	517	383	656
365	972	281	832	887
717	814	427	850	25
607	252	402	213	811
386	119	169	12	522
476	618	162	340	361
933	899	70	141	77
518	83	208	967	757
106	13	560	361	872
446	736	297	86	377
959	520	771	228	968
697	288	720	246	410
212	643	231	620	159
118	677	416	75	803
397	28	773	245	342
693	310	904	339	259
521	780	927	972	200
44	452	371	379	893
778	78	994	828	571
737	849	796	691	766
742	24	924	655	855
857	544	81	388	875
283	722	794	57	887
248	680	320	619	407
429	827	663	375	308
963	229	573	604	539
286	848	409	842	937
894	316	195	43	275
309	948	347	603	95
624	789	457	395	25
595	413	957	481	73
102	227	449	696	806
368	54	648	955	113
899	809	740	688	465
985	494	787	744	110
474	646	320	283	328
568	687	43	849	248
95	515	731	799	708
758	682	201	113	91
412	692	778	533	33
679	863	622	743	876
657	906	899	607	593
237	917	235	65	269
92	904	437	295	985
622	46	20	899	266
535	338	979	369	650
390	458	951	128	489
397	852	955	491	268
345	726	136	486	537
185	750	531	957	759
472	789	245	844	573
328	172	601	716	486
98	627	831	108	883
834	525	43	937	789
4	921	942	384	20
343	543	256	298	69
523	100	231	849	815
505	668	616	348	166
215	900	238	153	714
31	42	826	215	367
761	648	423	770	266
979	427	841	680	132
440	192	114	195	313
319	171	833	622	943
787	667	626	494	618
945	618	381	318	214
921	364	783	885	842
725	993	895	123	350
575	776	788	382	875
606	772	575	737	292
781	725	851	187	517
632	441	937	341	766
142	40	884	2	921
884	62	707	126	809
420	403	960	309	638
89	362	696	589	429
831	933	737	997	517
967	444	428	241	677
401	566	762	227	650
230	254	489	779	430
763	617	810	425	810
775	370	460	370	608
642	825	920	461	614
667	374	425	674	514
688	129	794	802	439
692	21	633	669	985
195	44	287	106	154
379	751	904	113	956
703	55	636	818	334
399	714	653	962	246
116	736	329	832	594
665	865	253	114	702
769	379	222	639	367
790	877	40	487	130
249	207	918	327	967
73	542	979	594	751
537	584	510	453	470
863	133	658	213	915
583	108	866	576	757
848	130	198	457	217
630	1000	230	585	956
733	19	969	227	444
922	707	370	720	907
92	383	587	63	436
1	845	906	405	368
916	320	796	957	373
808	896	262	790	919
501	668	4	1000	779
115	976	744	525	912
8	943	163	67	972
531	849	974	41	854
460	662	842	280	18
851	995	819	297	356
254	815	879	192	488
503	880	15	890	979
338	207	621	480	740
792	382	552	161	980
522	747	925	918	367
978	1	160	581	648
571	676	543	59	839
97	74	661	579	618
492	891	496	513	575
786	817	995	999	91
881	845	84	192	898
283	245	454	949	172
908	764	217	695	481
694	39	637	533	243
691	351	740	199	696
818	610	889	527	664
607	798	44	158	772
860	796	760	114	13
222	308	62	776	857
337	16	353	338	911
976	162	293	494	202
357	350	948	192	504
804	371	831	229	656
5	632	213	621	737
975	117	734	695	82
850	201	414	804	948
492	907	709	643	28
954	773	732	444	449
997	65	134	527	644
697	342	758	284	253
682	14	515	522	681
282	605	174	804	184
215	941	871	534	205
62	570	605	729	219
457	817	932	616	320
367	262	632	994	154
376	487	284	849	14
594	416	849	87	991
501	362	630	594	637
552	39	948	692	418
648	818	3	100	283
417	446	650	755	139
369	10	716	391	901
987	458	802	160	473
467	241	742	656	854
793	107	765	824	34
129	426	482	761	524
491	517	92	763	163
817	661	652	858	345
975	500	584	955	853
216	189	254	144	153
92	850	101	728	183
202	605	747	734	950
628	341	459	169	723
137	687	529	726	480
483	863	198	523	436
299	526	314	379	401
450	791	400	611	807
169	699	865	346	30
307	812	133	975	489
64	305	899	646	509
341	865	433	65	660
834	110	711	593	512
540	323	644	60	64
904	824	716	451	454
946	270	674	4	700
70	51	518	634	177
77	959	247	934	867
495	131	570	343	4
470	79	8	160	415
474	465	198	776	525
470	347	367	539	624
841	136	57	639	342
91	331	160	286	457
893	487	423	813	444
427	435	738	885	98
576	480	615	984	499
400	643	211	241	605
220	369	954	29	592
709	81	79	509	553
21	543	732	960	577
282	632	344	271	158
715	196	37	892	449
791	814	467	432	722
846	85	410	381	545
683	370	554	432	129
77	366	399	370	857
745	965	969	496	551
184	987	620	259	959
823	410	308	85	824
267	991	237	844	470
482	329	90	918	162
563	430	94	324	868
459	808	835	740	932
541	921	439	74	618
889	358	971	879	282
997	778	147	986	287
113	760	669	985	291
256	915	999	4	86
339	454	221	807	452
572	148	111	279	508
347	963	513	985	781
237	678	934	743	677
816	658	437	8	243
331	796	970	703	722
25	483	381	18	244
544	127	867	35	964
891	439	174	72	252
867	466	579	420	585
673	297	630	384	585
297	324	513	477	102
166	241	1000	51	339
304	588	308	896	883
201	949	533	324	261
515	860	745	518	488
945	16	427	62	623
258	213	288	396	141
61	922	487	172	208
306	835	753	103	605
337	157	139	709	696
877	767	24	624	54
420	547	410	472	652
1000	319	664	499	431
792	731	584	563	575
152	498	576	630	982
682	37	742	957	455
36	315	598	205	249
142	430	220	987	895
261	450	771	705	487
649	306	240	442	515
926	178	433	648	997
299	884	285	269	607
708	150	309	188	110
667	293	60	38	593
359	144	472	543	434
793	443	889	786	740
806	82	495	609	284
263	846	78	752	512
980	105	653	383	264
420	887	439	164	806
391	997	75	381	24
530	110	404	125	190
292	749	668	699	968
452	504	124	147	926
551	120	142	173	473
838	874	847	178	806
34	21	281	978	216
599	428	671	800	970
331	995	355	876	631
893	184	37	843	716
244	268	624	157	343
900	449	615	353	210
887	69	100	927	937
1	970	320	37	215
961	126	354	266	517
390	473	267	508	496
177	604	980	831	337
627	321	130	125	655
726	964	548	798	308
274	755	529	155	510
423	890	626	584	878
939	846	603	569	414
653	780	627	716	764
848	271	515	196	712
867	861	281	83	938
214	299	233	781	107
471	204	994	495	476
619	633	841	740	475
243	642	631	183	714
218	512	1	315	190
805	658	747	344	507
783	903	256	390	344
899	798	394	48	508
220	23	492	777	643
998	100	9	536	213
804	465	789	94	749
848	645	597	203	158
74	237	791	228	5
312	601	644	169	494
84	224	571	767	211
976	780	842	847	983
28	832	206	303	343
381	139	644	124	925
99	328	699	752	235
256	931	838	1000	551
893	580	758	779	727
569	107	258	506	677
137	837	903	248	417
642	311	847	293	22
309	56	160	458	944
597	774	601	688	321
901	996	563	110	319
601	460	812	994	365
139	712	737	216	238
963	49	910	871	331
897	480	990	155	298
646	349	546	109	890
871	450	402	760	588
257	869	771	238	767
34	548	549	512	741
793	29	54	870	317
850	193	735	429	277
793	292	869	482	16
720	661	504	749	289
60	89	720	8	664
711	109	858	65	943
330	256	42	953	506
415	629	751	8	289
527	545	899	786	221
139	813	445	19	761
242	770	621	144	180
751	765	796	549	708
52	684	283	13	131
475	885	456	132	240
375	452	13	173	931
254	724	392	307	363
980	619	965	133	760
789	74	216	543	727
188	690	785	1000	274
240	719	514	759	779
681	745	36	694	73
433	510	7	331	576
788	82	810	93	46
731	838	243	71	939
830	247	755	935	105
553	867	1	976	735
345	445	162	612	425
678	781	350	939	237
609	137	964	632	593
157	37	892	583	899
519	580	515	586	92
448	549	763	594	101
747	501	41	273	547
320	834	345	606	677
532	961	166	945	159
263	657	311	325	575
263	40	258	392	23
860	377	655	793	594
542	765	735	765	918
47	731	145	932	584
228	379	172	317	425
126	147	895	122	332
112	537	866	994	636
967	93	976	722	643
92	900	166	523	110
113	703	110	800	757
852	480	952	320	993
333	580	721	628	668
131	604	595	881	565
754	380	913	384	811
285	876	458	960	115
206	187	332	379	56
783	863	10	576	952
479	147	657	750	730
258	246	805	954	767
679	423	325	671	850
583	857	979	725	51
704	160	349	482	536
135	543	788	632	297
29	494	368	728	789
17	481	616	984	980
956	151	425	643	957
58	449	311	417	565
218	197	701	738	566
457	943	410	887	225
679	29	862	503	414
859	622	363	848	824
266	636	133	840	747
521	8	740	970	481
796	729	252	901	647
488	236	735	677	748
575	351	99	731	347
334	838	865	714	225
889	833	368	208	577
185	471	452	696	461
780	169	323	845	765
310	295	198	831	74
80	834	126	71	243
419	716	392	458	212
558	663	891	274	254
261	223	794	386	581
191	988	765	674	729
898	486	522	258	41
7	716	318	287	419
786	599	421	908	884
802	209	438	855	249
356	54	275	361	627
848	59	320	739	913
549	376	3	663	657
789	967	767	126	818
90	591	161	902	973
185	281	424	393	686
306	294	886	647	773
4	614	539	837	309
515	263	976	969	566
542	660	782	211	443
491	407	435	948	925
432	218	331	234	81
981	146	219	201	774
452	690	593	919	123
811	878	125	369	578
39	435	809	362	164
937	125	518	197	204
418	988	959	587	862
195	28	634	541	460
13	261	495	409	823
101	282	133	794	879
769	184	408	648	986
367	398	519	874	756
340	841	925	781	518
707	764	851	91	157
113	304	428	424	870
12	240	911	516	342
652	41	806	333	839
208	460	331	486	961
696	549	728	786	486
592	645	792	998	875
539	28	609	787	299
365	365	527	895	951
690	271	945	792	676
71	930	152	923	577
513	310	366	874	298
18	873	94	496	441
963	846	671	955	430
819	893	50	805	378
931	840	496	184	48
169	681	837	487	598
339	242	760	399	383
377	492	299	904	625
523	531	791	162	602
743	522	576	819	516
841	375	449	979	111
421	837	718	444	360
915	553	544	862	167
651	857	817	145	695
762	759	153	110	546
671	568	94	146	732
482	185	887	293	640
759	727	502	279	639
742	187	182	312	428
945	920	750	401	458
554	340	592	280	764
840	565	472	311	592
739	854	486	153	904
619	121	969	403	642
915	278	825	990	661
362	91	438	451	275
189	26	105	587	911
105	33	144	903	627
922	904	868	964	605
14	434	940	377	747
585	169	978	906	723
434	574	546	542	719
161	347	944	800	383
839	172	977	219	680
553	882	743	976	621
205	730	907	453	703
131	611	576	746	487
451	132	154	441	758
45	6	549	301	557
454	293	785	900	703
620	880	918	781	700
422	738	306	839	900
704	684	963	67	657
479	354	367	882	505
805	858	214	694	327
4	656	893	215	643
250	671	315	439	533
147	942	765	986	346
778	49	485	621	675
619	674	299	372	811
783	390	180	530	703
541	993	534	115	15
727	403	503	971	487
426	161	608	116	40
845	895	709	639	694
936	369	450	286	365
270	158	546	681	216
848	460	776	862	106
72	722	878	839	661
529	132	130	8	918
528	902	777	373	710
521	353	468	492	77
176	391	255	496	600
118	463	615	352	140
676	340	319	967	480
449	862	405	585	244
904	431	242	111	607
999	103	152	587	32
752	738	45	683	920
235	17	695	519	24
874	74	42	96	347
838	977	717	127	201
18	114	511	764	176
436	458	649	1	772
524	470	86	141	842
359	451	699	237	310
80	366	983	423	955
55	755	476	252	750
672	777	848	555	805
976	828	176	399	154
618	267	520	825	843
522	904	492	849	646
709	494	827	287	56
318	706	731	431	688
825	909	279	198	645
493	38	572	572	607
888	666	346	302	427
807	892	164	523	876
750	630	751	969	806
850	42	952	961	800
262	190	369	608	175
219	944	210	40	361
542	978	567	64	137
50	221	589	435	643
550	12	567	959	162
220	196	462	500	895
210	402	501	589	115
348	873	3	141	777
255	690	244	239	663
580	831	548	94	492
633	424	727	353	167
111	435	41	616	939
595	476	416	958	844
244	661	337	439	492
843	449	745	268	215
406	839	254	91	791
829	2	493	784	845
176	415	523	397	484
565	303	198	223	241
366	8	526	978	223
983	210	971	624	733
99	434	845	643	475
348	104	995	108	619
186	295	29	915	250
378	989	813	422	810
438	468	519	428	55
460	813	533	355	386
172	564	540	780	137
314	457	358	637	416
457	308	485	374	668
84	892	659	921	455
390	629	728	925	425
190	1	439	419	394
953	879	686	28	738
153	309	722	369	920
837	635	75	790	983
301	454	361	47	48
830	391	493	381	998
822	95	768	84	323
12	642	871	679	395
884	416	166	275	365
879	219	801	457	834
428	972	128	601	250
898	430	163	754	802
859	660	124	756	229
393	738	988	250	352
542	749	664	916	862
379	497	697	589	348
802	981	997	330	376
771	187	141	206	378
80	162	229	857	801
760	100	770	736	436
442	238	473	94	774
624	226	89	435	532
442	679	425	66	714
291	638	528	464	201
165	89	535	538	522
662	912	771	104	529
649	418	339	529	629
892	335	860	796	13
658	572	924	19	775
634	570	246	300	507
887	251	169	409	828
543	24	891	188	600
906	494	872	381	582
932	634	27	902	642
167	124	110	292	646
6	658	497	790	519
467	525	923	290	374
212	932	365	101	866
453	710	843	567	716
828	210	390	204	347
786	251	998	578	607
419	314	708	500	817
568	125	799	602	418
271	430	1000	189	318
929	779	625	551	62
926	605	891	789	830
843	190	592	512	925
455	104	921	345	113
198	139	494	118	16
791	237	648	332	655
1	70	669	128	238
740	483	166	698	186
954	771	197	865	320
957	691	875	530	456
69	543	225	896	830
475	354	955	176	452
245	105	621	968	621
693	567	517	234	671
16	244	459	256	860
168	556	461	99	914
951	851	779	489	181
999	995	661	604	132
291	642	39	601	926
994	903	610	973	577
930	294	569	923	333
972	557	978	621	815
263	514	475	332	586
184	213	930	301	113
622	309	641	373	558
188	15	9	632	583
924	444	642	721	504
827	326	800	41	536
426	638	137	106	592
702	691	681	761	569
775	224	441	124	307
330	973	417	746	806
125	235	157	376	838
191	832	723	349	42
369	214	215	703	104
641	189	690	451	605
308	941	190	584	502
406	7	144	241	768
138	692	153	511	264
390	48	917	947	407
256	427	827	616	575
694	115	484	102	126
130	635	858	480	831
519	949	675	331	944
604	561	838	312	715
225	422	388	290	94
23	588	311	339	532
809	153	906	828	575
371	678	176	799	155
396	747	289	4	13
268	181	933	606	632
935	139	676	327	8
228	405	929	183	313
693	942	658	162	10
883	805	616	935	324
440	64	833	645	54
791	337	67	792	241
830	661	786	677	600
656	627	769	378	126
745	336	957	119	309
551	6	966	498	235
734	762	555	85	567
600	775	910	91	232
919	966	790	5	918
234	147	419	148	831
771	176	557	457	345
988	359	885	146	212
240	528	402	287	169
569	212	816	159	34
902	611	895	150	278
500	814	858	102	122
517	649	98	716	458
271	760	246	251	655
69	784	540	290	671
496	256	499	388	395
800	302	989	6	147
925	457	823	881	199
955	477	714	271	569
623	291	925	131	448
736	528	164	709	249
681	585	655	723	106
245	833	157	303	347
692	957	293	223	634
510	684	170	634	162
158	465	332	827	102
468	858	880	388	810
146	747	642	519	506
347	922	192	977	82
919	43	91	64	988
989	348	345	644	196
491	584	840	504	910
847	876	707	718	946
647	878	534	539	391
389	123	192	591	182
302	343	98	872	1
267	922	213	400	256
125	877	663	148	15
156	927	546	901	139
874	519	392	113	545
347	199	549	268	117
305	598	693	505	124
383	969	657	498	844
305	464	326	362	330
701	854	415	252	903
647	176	945	862	186
630	149	459	255	144
466	363	391	957	551
569	537	123	169	281
261	795	407	39	288
556	77	761	376	658
505	106	575	649	715
85	676	73	634	749
740	213	58	836	314
296	595	263	760	284
724	954	265	455	908
359	559	586	117	925
1000	824	935	401	313
407	837	662	287	804
480	656	338	934	217
852	130	152	580	906
561	319	609	545	194
26	437	92	326	554
849	347	915	668	514
726	227	145	778	617
982	902	941	657	542
444	810	661	717	944
889	578	371	876	217
834	333	892	819	667
495	270	756	250	448
52	284	178	98	499
290	965	705	376	146
598	192	863	979	380
606	530	817	923	422
403	187	890	170	793
511	620	280	323	611
2	653	335	154	523
489	766	554	65	356
345	803	104	820	358
345	111	894	674	973
604	713	5	673	62
415	571	42	655	947
956	586	491	564	641
681	257	229	923	386
311	505	532	683	535
96	352	823	883	65
84	332	44	813	915
610	536	114	838	12
530	242	878	316	37
864	954	490	563	705
960	148	762	236	764
780	539	678	69	297
912	819	788	25	902
915	907	179	96	618
121	84	297	607	2
676	506	281	871	801
898	145	321	808	826
583	978	479	17	520
378	509	159	821	588
330	233	686	298	619
349	701	391	960	62
210	308	48	639	31
22	287	431	26	256
287	549	309	503	88
893	470	197	135	977
480	468	95	326	768
538	776	648	827	372
660	167	145	75	318
832	280	446	891	491
404	379	349	262	921
393	709	447	257	238
987	208	452	986	611
320	412	137	206	319
1	11	127	760	823
472	158	157	519	506
868	271	270	779	394
244	270	906	376	370
459	531	694	406	805
797	723	945	879	378
85	490	533	325	194
613	170	312	913	242
663	447	132	543	901
857	12	807	885	557
678	575	104	205	383
174	462	746	13	347
778	484	144	864	68
303	1	910	217	848
889	758	604	737	417
286	73	930	316	393
657	733	184	892	298
534	347	131	689	254
437	233	679	514	383
257	928	632	341	12
424	628	912	440	184
146	774	703	306	77
6	601	422	892	679
530	738	787	481	717
681	87	156	657	821
343	656	253	689	615
22	151	135	232	923
670	338	10	526	313
970	299	484	430	133
964	408	244	591	163
272	304	852	531	648
988	9	984	137	116
171	539	972	797	339
876	225	802	270	34
579	935	483	957	243
459	219	778	498	502
699	224	982	397	411
723	792	508	390	875
934	203	934	429	707
504	394	123	20	94
641	37	627	789	790
130	16	480	120	981
605	56	70	820	8
606	712	826	79	418
437	71	557	750	88
543	727	443	104	144
464	778	397	147	138
609	344	466	97	64
797	148	326	259	272
746	880	750	207	758
905	287	387	787	827
876	751	740	374	59
152	165	889	296	836
650	762	135	308	426
575	130	645	556	726
771	774	111	55	102
986	189	556	906	530
337	454	480	73	369
417	716	999	926	797
994	553	556	668	230
395	230	564	307	352
557	952	94	468	825
385	168	251	922	805
541	948	693	154	710
39	236	150	775	172
664	118	250	365	436
702	167	962	847	125
757	645	707	137	830
53	216	867	453	381
558	889	194	325	202
738	867	836	704	18
405	420	150	645	526
543	257	626	418	883
82	730	912	100	507
853	801	686	58	676
819	657	264	63	196
259	38	763	871	753
99	604	612	98	568
678	673	518	476	264
94	174	819	304	93
396	679	497	213	433
353	993	447	623	506
778	810	429	104	486
859	174	933	794	973
730	18	404	712	907
78	620	530	283	690
713	292	999	291	407
849	581	501	44	515
246	941	732	586	138
848	564	976	847	970
852	561	655	877	769
468	813	832	671	989
335	551	943	927	36
790	959	35	836	172
767	988	200	468	519
365	487	766	683	25
860	700	60	904	484
133	240	312	389	950
951	473	38	623	410
852	100	394	465	692
374	132	276	825	527
296	672	434	486	312
675	293	842	364	111
388	204	122	616	799
372	271	180	747	831
256	339	751	554	23
35	499	319	429	483
741	356	799	171	599
628	984	754	873	346
792	148	187	71	983
621	720	993	269	960
259	495	427	61	695
817	900	620	1	121
438	420	431	688	566
29	488	950	614	833
159	607	110	110	287
735	738	117	483	716
357	608	738	881	307
506	224	227	33	199
492	843	967	203	780
482	7	565	842	254
306	55	930	761	262
756	603	419	963	518
847	763	3	854	45
722	176	988	742	848
108	51	679	129	878
792	755	455	709	975
524	526	123	130	709
557	214	855	874	96
160	237	896	343	837
480	658	526	83	304
355	944	979	417	980
246	383	436	534	550
69	643	737	474	297
872	29	184	514	44
678	252	625	227	493
75	522	98	126	919
108	687	449	888	402
800	455	561	148	877
515	894	86	797	808
612	137	49	963	926
565	228	449	710	25
577	235	861	724	110
693	696	803	742	349
422	500	292	364	389
527	61	71	51	772
869	523	195	540	777
625	82	335	42	415
292	312	83	698	282
68	694	364	224	816
211	150	475	305	176
84	242	19	746	414
384	703	928	574	983
595	761	89	383	764
393	131	260	279	493
348	26	641	429	742
953	430	17	395	630
247	254	655	848	52
149	627	705	669	29
95	339	578	186	6
172	113	517	783	766
129	100	39	759	80
660	153	588	997	978
793	120	784	265	636
230	940	449	37	632
673	937	771	578	182
588	59	612	3	298
905	931	226	226	644
642	799	573	19	711
602	636	348	56	853
741	329	401	591	3
475	798	394	144	100
374	835	636	391	121
11	719	716	514	185
527	800	132	77	464
674	151	729	70	42
943	445	611	367	810
50	573	142	774	291
82	705	201	198	762
951	868	615	266	110
98	455	930	590	400
274	639	335	553	83
51	982	877	873	84
941	369	544	678	377
856	936	481	417	548
431	367	772	116	442
986	946	891	499	827
545	844	856	966	315
621	984	111	645	206
659	538	288	195	960
426	846	988	776	34
40	510	908	976	750
591	262	792	443	837
959	848	312	416	396
494	97	537	264	985
840	265	620	799	354
99	618	332	507	716
489	240	95	957	489
936	139	489	328	342
326	739	185	796	426
798	754	363	895	226
327	572	733	976	820
926	208	613	679	82
273	519	21	200	406
890	459	153	959	462
207	347	270	288	916
621	961	930	57	558
942	806	390	195	962
661	926	770	912	972
110	349	417	469	391
939	386	36	212	912
691	359	597	437	433
139	340	158	438	819
581	435	603	584	174
60	41	758	437	677
610	946	391	972	429
692	946	37	715	846
522	354	104	728	364
102	700	677	224	276
124	515	876	182	94
265	95	155	931	901
348	879	790	277	501
545	764	562	60	605
838	945	553	77	275
676	999	882	468	212
767	727	405	354	844
856	33	518	943	265
488	453	470	135	251
247	573	122	704	93
55	907	814	79	45
12	531	154	862	281
755	810	684	56	289
463	828	818	515	992
585	738	807	516	448
578	60	889	762	182
991	426	831	924	98
91	622	34	751	211
761	764	525	113	452
931	819	249	290	310
825	99	162	121	66
789	84	203	476	614
445	598	628	309	690
162	48	541	680	331
803	72	7	285	74
602	88	812	734	994
95	761	414	16	145
898	977	361	952	273
923	853	532	444	127
151	485	471	451	292
833	913	503	127	364
652	933	283	557	633
160	752	706	440	333
473	754	854	69	695
251	249	411	390	939
673	630	712	905	583
889	446	574	475	44
736	602	701	423	743
589	563	301	147	52
681	877	172	880	456
633	371	41	134	229
44	26	12	580	350
666	317	305	616	428
486	854	272	269	521
612	582	833	831	74
778	525	592	703	806
581	854	775	38	306
307	157	382	54	51
991	407	742	593	636
74	445	788	905	101
330	906	586	798	453
710	380	997	647	274
614	218	812	79	441
320	624	156	94	300
679	544	437	818	171
550	949	778	683	262
804	774	31	181	450
708	127	87	632	794
700	776	740	747	788
510	379	51	717	753
611	46	55	851	237
532	978	901	840	8
720	484	414	974	817
837	135	841	331	234
656	45	225	753	154
715	283	366	674	364
842	760	436	681	523
525	623	411	5	254
841	227	941	225	380
765	220	432	453	187
521	637	698	23	847
922	802	600	127	222
358	826	796	174	916
753	758	980	667	742
816	728	163	153	740
802	576	673	551	627
456	506	937	66	953
662	291	709	690	944
872	385	581	26	592
246	196	75	31	176
768	58	774	993	577
461	651	941	485	709
576	966	673	74	498
803	712	959	879	461
263	880	488	81	873
909	509	986	86	123
509	803	482	386	381
16	323	565	316	428
896	111	759	835	949
425	114	158	991	884
113	445	64	205	980
375	480	269	292	770
784	816	835	254	620
766	629	665	592	714
798	160	58	5	90
274	223	698	60	45
146	671	919	379	218
971	629	248	540	355
810	683	819	184	372
478	489	317	459	214
1000	115	582	990	813
170	983	653	900	691
827	249	865	488	188
188	349	588	641	111
166	804	940	755	853
596	654	406	831	33
385	971	843	130	255
266	674	890	731	262
965	196	562	555	456
202	554	618	235	289
740	514	537	238	832
156	33	160	968	319
336	236	719	715	415
676	115	319	202	845
745	40	424	99	477
113	615	785	948	117
469	599	154	21	240
818	248	84	416	602
449	534	4	411	384
485	399	5	750	395
725	71	307	591	400
15	332	217	221	998
973	846	893	932	475
759	381	228	751	249
189	631	259	626	883
720	84	781	988	914
291	785	338	552	313
772	249	902	999	304
358	220	709	582	143
108	244	990	555	574
794	275	749	446	802
835	852	464	911	374
476	826	493	213	279
198	821	468	350	727
671	144	433	961	458
724	224	600	244	332
277	167	736	612	572
295	961	754	196	902
49	890	878	924	554
866	780	635	313	995
974	851	549	919	425
628	625	849	659	811
677	285	43	338	720
501	982	163	598	194
186	365	959	827	687
714	564	184	930	310
59	539	604	485	435
856	61	883	363	837
284	234	632	127	561
165	895	405	945	387
104	899	820	539	372
707	754	930	232	637
463	294	172	99	351
404	227	552	396	412
15	344	467	861	679
838	201	452	139	383
820	912	648	860	843
564	641	679	677	328
137	854	40	848	485
453	195	607	6	15
999	881	629	9	547
686	352	181	185	938
657	87	147	643	868
323	431	2	862	51
850	974	606	625	260
193	425	59	450	187
453	965	247	648	322
484	769	881	111	460
621	710	960	405	416
631	842	809	744	413
464	202	198	230	251
36	315	408	199	953
175	1000	533	817	638
930	277	447	183	620
816	292	836	480	160
649	866	46	627	813
810	237	379	947	942
123	937	282	111	561
525	785	996	397	375
443	159	579	767	118
162	103	24	590	595
22	218	78	367	971
518	343	223	813	961
698	951	657	13	140
138	752	911	341	503
4	623	800	190	793
428	556	493	350	446
528	772	667	309	553
514	257	903	501	783
153	908	305	339	396
920	450	733	776	63
158	679	248	886	749
524	671	872	483	46
837	797	535	96	235
703	209	152	808	817
847	342	277	367	923
259	275	328	165	383
768	61	16	537	900
341	692	197	913	456
581	961	582	474	554
281	532	106	327	365
558	686	712	154	264
708	667	524	870	328
205	734	977	338	772
135	441	153	709	998
463	617	781	374	660
66	670	107	203	786
597	324	339	942	743
303	63	840	318	629
30	308	628	581	884
8	697	504	460	347
850	156	634	49	286
411	452	894	444	905
448	248	404	441	763
165	547	637	337	21
950	990	43	506	731
198	179	95	466	759
805	9	523	193	696
988	664	711	596	669
129	435	229	583	476
912	274	71	705	278
533	331	164	581	781
287	590	78	406	856
653	595	652	359	371
376	333	959	404	704
369	193	807	207	467
750	968	518	805	682
466	43	9	698	717
74	724	446	853	630
301	420	125	583	759
688	594	442	751	379
488	356	120	482	104
955	808	707	691	493
514	849	449	359	67
46	212	787	656	541
577	362	964	99	388
325	922	147	946	639
395	444	704	796	483
204	604	906	195	185
638	934	139	600	105
191	711	693	891	387
386	878	137	6	73
974	792	3	295	115
482	558	823	285	206
592	703	225	39	47
179	423	118	572	412
136	352	838	505	783
359	733	489	319	198
273	488	907	796	432
487	864	167	534	104
57	461	14	92	792
139	961	305	823	456
952	401	228	867	671
184	977	311	733	197
360	316	867	497	885
435	638	898	910	667
538	148	295	398	568
861	635	34	121	587
152	680	328	154	915
791	964	451	207	25
480	540	792	627	948
597	231	892	481	774
436	979	632	504	979
316	933	126	804	650
763	271	461	270	408
460	701	914	808	999
